,,,,Monthly,,,,,,,,Annual,,,,,,,,Rankings,,,,
3754,OK,"Pawnee County, OK HUD Metro FMR Area",1p4c,1231,1184,1802,1377,750,1717,1889,9950,14772,14207,21628,16523,8997,20600,22670,119397,72250,0,,,
3754,OK,"Pawnee County, OK HUD Metro FMR Area",2p0c,748,615,1347,966,423,0,791,4890,8976,7383,16160,11591,5079,0,9486,58674,72250,0,,,
3754,OK,"Pawnee County, OK HUD Metro FMR Area",2p1c,937,763,1481,1241,528,926,1061,6936,11244,9160,17767,14888,6335,11106,12736,83236,72250,0,,,
3754,OK,"Pawnee County, OK HUD Metro FMR Area",2p2c,937,971,1576,1515,592,1531,1158,8280,11244,11649,18910,18185,7108,18366,13900,99362,72250,0,,,
3754,OK,"Pawnee County, OK HUD Metro FMR Area",2p3c,1231,1184,1718,1790,750,1717,1469,9859,14772,14211,20611,21483,8999,20600,17627,118302,72250,0,,,
3754,OK,"Pawnee County, OK HUD Metro FMR Area",2p4c,1231,1450,1776,1860,832,1717,1692,10557,14772,17395,21312,22318,9987,20600,20299,126683,72250,0,,,
3755,AL,"Greene County, AL HUD Metro FMR Area",1p0c,813,378,1131,443,370,0,762,3897,9756,4535,13574,5319,4437,0,9145,46766,43606,0,,,
3755,AL,"Greene County, AL HUD Metro FMR Area",1p1c,1074,554,1377,659,506,648,903,5720,12888,6650,16520,7902,6066,7781,10835,68642,43606,0,,,
3755,AL,"Greene County, AL HUD Metro FMR Area",1p2c,1074,817,1523,874,587,1278,1161,7314,12888,9806,18273,10486,7046,15333,13930,87762,43606,0,,,
3755,AL,"Greene County, AL HUD Metro FMR Area",1p3c,1294,1089,1631,1089,740,1471,1489,8803,15528,13066,19571,13069,8878,17657,17872,105641,43606,0,,,
3755,AL,"Greene County, AL HUD Metro FMR Area",1p4c,1294,1333,1711,1130,816,1471,1723,9477,15528,15998,20527,13560,9788,17657,20670,113728,43606,0,,,
3755,AL,"Greene County, AL HUD Metro FMR Area",2p0c,819,693,1317,886,469,0,877,5062,9828,8314,15804,10637,5632,0,10526,60741,43606,0,,,
3755,AL,"Greene County, AL HUD Metro FMR Area",2p1c,1074,860,1454,1102,600,648,1084,6822,12888,10315,17443,13221,7204,7781,13013,81864,43606,0,,,
3755,AL,"Greene County, AL HUD Metro FMR Area",2p2c,1074,1093,1554,1317,673,1278,1198,8187,12888,13118,18652,15804,8074,15333,14375,98244,43606,0,,,
3755,AL,"Greene County, AL HUD Metro FMR Area",2p3c,1294,1334,1628,1532,816,1471,1391,9466,15528,16003,19539,18388,9790,17657,16692,113596,43606,0,,,
3755,AL,"Greene County, AL HUD Metro FMR Area",2p4c,1294,1632,1764,1573,909,1471,1638,10282,15528,19588,21168,18879,10902,17657,19659,123381,43606,0,,,
3756,AL,"Tuscaloosa, AL HUD Metro FMR Area",1p0c,916,384,1086,443,404,0,793,4026,10992,4611,13037,5319,4844,0,9511,48313,85381.654,0,,,
3756,AL,"Tuscaloosa, AL HUD Metro FMR Area",1p1c,1138,563,1318,659,528,652,916,5775,13656,6761,15819,7902,6339,7828,10990,69294,85381.654,0,,,
3756,AL,"Tuscaloosa, AL HUD Metro FMR Area",1p2c,1138,831,1507,874,611,1286,1204,7450,13656,9970,18082,10486,7335,15427,14446,89402,85381.654,0,,,
3756,AL,"Tuscaloosa, AL HUD Metro FMR Area",1p3c,1450,1107,1597,1089,794,1480,1597,9115,17400,13285,19161,13069,9527,17765,19168,109376,85381.654,0,,,
3756,AL,"Tuscaloosa, AL HUD Metro FMR Area",1p4c,1450,1356,1661,1130,871,1480,1827,9774,17400,16266,19930,13560,10452,17765,21919,117293,85381.654,0,,,
3756,AL,"Tuscaloosa, AL HUD Metro FMR Area",2p0c,922,704,1269,886,505,0,909,5196,11064,8453,15227,10637,6059,0,10908,62349,85381.654,0,,,
3756,AL,"Tuscaloosa, AL HUD Metro FMR Area",2p1c,1138,874,1452,1102,625,652,1117,6959,13656,10488,17418,13221,7496,7828,13402,83509,85381.654,0,,,
3756,AL,"Tuscaloosa, AL HUD Metro FMR Area",2p2c,1138,1112,1537,1317,698,1286,1228,8316,13656,13338,18442,15804,8381,15427,14741,99789,85381.654,0,,,
3756,AL,"Tuscaloosa, AL HUD Metro FMR Area",2p3c,1450,1356,1597,1532,871,1480,1482,9770,17400,16271,19169,18388,10454,17765,17789,117236,85381.654,0,,,
3756,AL,"Tuscaloosa, AL HUD Metro FMR Area",2p4c,1450,1660,1646,1573,966,1480,1698,10473,17400,19916,19754,18879,11586,17765,20373,125673,85381.654,0,,,
3757,AL,"Pickens County, AL HUD Metro FMR Area",1p0c,615,356,1147,475,301,0,688,3582,7380,4269,13766,5699,3617,0,8250,42982,61582,0,,,
3757,AL,"Pickens County, AL HUD Metro FMR Area",1p1c,772,522,1395,706,402,648,787,5232,9264,6261,16741,8472,4820,7781,9448,62786,61582,0,,,
3757,AL,"Pickens County, AL HUD Metro FMR Area",1p2c,772,769,1542,937,479,1278,994,6771,9264,9232,18505,11245,5742,15333,11925,81246,61582,0,,,
3757,AL,"Pickens County, AL HUD Metro FMR Area",1p3c,1061,1025,1651,1168,648,1471,1344,8368,12732,12302,19808,14017,7772,17657,16123,100411,61582,0,,,
3757,AL,"Pickens County, AL HUD Metro FMR Area",1p4c,1061,1255,1731,1209,719,1471,1557,9004,12732,15061,20768,14508,8629,17657,18687,108043,61582,0,,,
3757,AL,"Pickens County, AL HUD Metro FMR Area",2p0c,619,652,1335,950,395,0,805,4756,7428,7827,16025,11398,4736,0,9658,57073,61582,0,,,
3757,AL,"Pickens County, AL HUD Metro FMR Area",2p1c,772,809,1473,1181,491,648,972,6346,9264,9712,17676,14171,5891,7781,11660,76155,61582,0,,,
3757,AL,"Pickens County, AL HUD Metro FMR Area",2p2c,772,1029,1574,1412,559,1278,1085,7709,9264,12350,18892,16944,6711,15333,13016,92510,61582,0,,,
3757,AL,"Pickens County, AL HUD Metro FMR Area",2p3c,1061,1256,1649,1643,719,1471,1275,9073,12732,15067,19783,19716,8631,17657,15294,108880,61582,0,,,
3757,AL,"Pickens County, AL HUD Metro FMR Area",2p4c,1061,1537,1786,1684,807,1471,1506,9851,12732,18441,21430,20207,9678,17657,18070,118216,61582,0,,,
3758,ID,"Jerome County, ID HUD Metro FMR Area",1p0c,773,317,1228,406,339,0,730,3793,9276,3808,14739,4866,4062,0,8764,45515,74184,0,,,
3758,ID,"Jerome County, ID HUD Metro FMR Area",1p1c,1127,465,1488,644,494,571,793,5582,13524,5584,17857,7725,5932,6850,9516,66988,74184,0,,,
3758,ID,"Jerome County, ID HUD Metro FMR Area",1p2c,1127,686,1630,882,563,1121,958,6966,13524,8234,19554,10583,6755,13449,11493,83591,74184,0,,,
3758,ID,"Jerome County, ID HUD Metro FMR Area",1p3c,1552,914,1802,1120,766,1290,1449,8892,18624,10972,21619,13442,9189,15479,17383,106707,74184,0,,,
3758,ID,"Jerome County, ID HUD Metro FMR Area",1p4c,1552,1119,1876,1193,829,1290,1689,9548,18624,13433,22508,14311,9953,15479,20263,114571,74184,0,,,
3758,ID,"Jerome County, ID HUD Metro FMR Area",2p0c,900,582,1421,811,460,0,763,4936,10800,6981,17048,9733,5520,0,9154,59236,74184,0,,,
3758,ID,"Jerome County, ID HUD Metro FMR Area",2p1c,1127,722,1554,1049,574,571,907,6503,13524,8662,18642,12591,6888,6850,10881,78038,74184,0,,,
3758,ID,"Jerome County, ID HUD Metro FMR Area",2p2c,1127,918,1719,1288,635,1121,976,7783,13524,11015,20630,15450,7619,13449,11706,93392,74184,0,,,
3758,ID,"Jerome County, ID HUD Metro FMR Area",2p3c,1552,1120,1788,1526,830,1290,1237,9342,18624,13438,21459,18308,9954,15479,14842,112105,74184,0,,,
3758,ID,"Jerome County, ID HUD Metro FMR Area",2p4c,1552,1371,1844,1598,907,1290,1445,10007,18624,16448,22128,19177,10889,15479,17344,120089,74184,0,,,
3759,ID,"Twin Falls County, ID HUD Metro FMR Area",1p0c,881,362,1129,406,386,0,766,3928,10572,4339,13543,4866,4629,0,9190,47139,78328,0,,,
3759,ID,"Twin Falls County, ID HUD Metro FMR Area",1p1c,1285,530,1378,644,564,571,858,5828,15420,6362,16530,7725,6763,6850,10291,69941,78328,0,,,
3759,ID,"Twin Falls County, ID HUD Metro FMR Area",1p2c,1285,782,1513,882,642,1121,1067,7291,15420,9382,18159,10583,7700,13449,12802,87495,78328,0,,,
3759,ID,"Twin Falls County, ID HUD Metro FMR Area",1p3c,1801,1042,1677,1120,883,1290,1675,9487,21612,12501,20124,13442,10591,15479,20099,113848,78328,0,,,
3759,ID,"Twin Falls County, ID HUD Metro FMR Area",1p4c,1801,1276,1748,1193,955,1290,1940,10202,21612,15306,20974,14311,11462,15479,23277,122420,78328,0,,,
3759,ID,"Twin Falls County, ID HUD Metro FMR Area",2p0c,979,663,1319,811,510,0,801,5083,11748,7954,15827,9733,6117,0,9616,60995,78328,0,,,
3759,ID,"Twin Falls County, ID HUD Metro FMR Area",2p1c,1285,822,1446,1049,654,571,989,6817,15420,9869,17355,12591,7852,6850,11870,81806,78328,0,,,
3759,ID,"Twin Falls County, ID HUD Metro FMR Area",2p2c,1285,1046,1604,1288,724,1121,1068,8134,15420,12550,19242,15450,8684,13449,12810,97605,78328,0,,,
3759,ID,"Twin Falls County, ID HUD Metro FMR Area",2p3c,1801,1276,1670,1526,955,1290,1437,9954,21612,15311,20034,18308,11464,15479,17244,119451,78328,0,,,
3759,ID,"Twin Falls County, ID HUD Metro FMR Area",2p4c,1801,1562,1722,1598,1044,1290,1678,10695,21612,18740,20668,19177,12528,15479,20139,128344,78328,0,,,
3760,TX,"Tyler, TX MSA",1p0c,995,331,1102,464,412,0,612,3915,11940,3969,13223,5563,4939,0,7348,46983,86676,0,,,
3760,TX,"Tyler, TX MSA",1p1c,1333,485,1343,727,564,583,666,5702,15996,5821,16119,8722,6773,6996,7995,68421,86676,0,,,
3760,TX,"Tyler, TX MSA",1p2c,1333,715,1537,990,636,1141,807,7158,15996,8583,18441,11880,7631,13688,9681,85900,86676,0,,,
3760,TX,"Tyler, TX MSA",1p3c,1776,953,1628,1253,847,1312,1172,8942,21312,11437,19539,15038,10168,15747,14065,107306,86676,0,,,
3760,TX,"Tyler, TX MSA",1p4c,1776,1167,1693,1321,914,1312,1358,9542,21312,14003,20321,15857,10964,15747,16295,114500,86676,0,,,
3760,TX,"Tyler, TX MSA",2p0c,1084,606,1293,927,525,0,693,5129,13008,7277,15519,11127,6298,0,8318,61547,86676,0,,,
3760,TX,"Tyler, TX MSA",2p1c,1333,752,1481,1190,648,583,800,6787,15996,9029,17768,14285,7770,6996,9596,81440,86676,0,,,
3760,TX,"Tyler, TX MSA",2p2c,1333,957,1568,1454,711,1141,815,7977,15996,11482,18812,17443,8531,13688,9776,95729,86676,0,,,
3760,TX,"Tyler, TX MSA",2p3c,1776,1167,1629,1717,914,1312,1011,9526,21312,14008,19552,20602,10966,15747,12130,114315,86676,0,,,
3760,TX,"Tyler, TX MSA",2p4c,1776,1429,1678,1785,995,1312,1166,10141,21312,17145,20141,21420,11940,15747,13988,121694,86676,0,,,
3761,HI,"Urban Honolulu, HI MSA",1p0c,1887,429,1068,463,719,0,1603,6169,22644,5146,12821,5551,8628,0,19235,74025,122272,1,12,61,17
3761,HI,"Urban Honolulu, HI MSA",1p1c,2687,629,1365,735,1030,1334,2701,10480,32244,7546,16383,8819,12354,16004,32412,125763,122272,1,12,61,17
3761,HI,"Urban Honolulu, HI MSA",1p2c,2687,927,1488,1007,1122,1609,2958,11799,32244,11128,17856,12087,13466,19303,35498,141582,122272,1,12,61,17
3761,HI,"Urban Honolulu, HI MSA",1p3c,3765,1236,1566,1280,1553,1693,3946,15039,45180,14829,18795,15356,18631,20318,47357,180465,122272,1,12,61,17
3761,HI,"Urban Honolulu, HI MSA",1p4c,3765,1513,1620,1356,1639,1693,4232,15817,45180,18155,19436,16275,19664,20318,50781,189809,122272,1,12,61,17
3761,HI,"Urban Honolulu, HI MSA",2p0c,2052,786,1316,925,881,0,1615,7576,24624,9435,15793,11102,10574,0,19385,90913,122272,1,12,61,17
3761,HI,"Urban Honolulu, HI MSA",2p1c,2687,976,1434,1198,1137,1334,2596,11361,32244,11706,17202,14370,13645,16004,31155,136326,122272,1,12,61,17
3761,HI,"Urban Honolulu, HI MSA",2p2c,2687,1241,1508,1470,1219,1609,2755,12488,32244,14887,18095,17638,14633,19303,33060,149860,122272,1,12,61,17
3761,HI,"Urban Honolulu, HI MSA",2p3c,3765,1513,1559,1742,1639,1693,3780,15692,45180,18161,18703,20906,19666,20318,45365,188300,122272,1,12,61,17
3761,HI,"Urban Honolulu, HI MSA",2p4c,3765,1852,1597,1819,1744,1693,4117,16588,45180,22229,19167,21825,20929,20318,49406,199054,122272,1,12,61,17
3762,NY,"Utica-Rome, NY MSA",1p0c,922,350,1048,611,395,0,846,4173,11064,4204,12576,7335,4740,0,10151,50071,88095.02186,0,,,
3762,NY,"Utica-Rome, NY MSA",1p1c,1159,514,1282,1027,519,1014,1153,6668,13908,6164,15382,12325,6232,12167,13833,80011,88095.02186,0,,,
3762,NY,"Utica-Rome, NY MSA",1p2c,1159,758,1469,1067,595,1997,1617,8663,13908,9090,17632,12804,7140,23968,19408,103950,88095.02186,0,,,
3762,NY,"Utica-Rome, NY MSA",1p3c,1396,1009,1560,1107,747,2300,1973,10092,16752,12113,18725,13282,8962,27600,23675,121108,88095.02186,0,,,
3762,NY,"Utica-Rome, NY MSA",1p4c,1396,1236,1626,1147,817,2300,2225,10746,16752,14830,19506,13760,9805,27600,26702,128955,88095.02186,0,,,
3762,NY,"Utica-Rome, NY MSA",2p0c,928,642,1228,1223,488,0,954,5462,11136,7707,14735,14670,5850,0,11447,65545,88095.02186,0,,,
3762,NY,"Utica-Rome, NY MSA",2p1c,1159,797,1409,1719,607,1014,1353,8058,13908,9562,16906,20627,7287,12167,16235,96693,88095.02186,0,,,
3762,NY,"Utica-Rome, NY MSA",2p2c,1159,1013,1495,1759,674,1997,1563,9661,13908,12160,17941,21106,8093,23968,18754,115931,88095.02186,0,,,
3762,NY,"Utica-Rome, NY MSA",2p3c,1396,1236,1556,1799,817,2300,1804,10908,16752,14835,18677,21584,9807,27600,21644,130899,88095.02186,0,,,
3762,NY,"Utica-Rome, NY MSA",2p4c,1396,1513,1606,1839,903,2300,2096,11652,16752,18158,19267,22062,10839,27600,25152,139829,88095.02186,0,,,
3763,GA,"Valdosta, GA MSA",1p0c,877,350,1072,426,381,0,776,3882,10524,4200,12863,5112,4571,0,9310,46580,71785.4275,0,,,
3763,GA,"Valdosta, GA MSA",1p1c,1145,513,1277,667,515,621,883,5621,13740,6159,15328,8000,6178,7450,10597,67451,71785.4275,0,,,
3763,GA,"Valdosta, GA MSA",1p2c,1145,757,1396,907,591,960,963,6719,13740,9082,16756,10888,7086,11524,11556,80632,71785.4275,0,,,
3763,GA,"Valdosta, GA MSA",1p3c,1529,1009,1483,1148,788,1065,1339,8361,18348,12102,17798,13776,9454,12778,16072,100328,71785.4275,0,,,
3763,GA,"Valdosta, GA MSA",1p4c,1529,1235,1547,1214,858,1065,1556,9003,18348,14817,18564,14562,10297,12778,18671,108037,71785.4275,0,,,
3763,GA,"Valdosta, GA MSA",2p0c,882,642,1226,852,473,0,843,4918,10584,7700,14713,10224,5677,0,10113,59011,71785.4275,0,,,
3763,GA,"Valdosta, GA MSA",2p1c,1145,796,1338,1093,603,621,1025,6620,13740,9554,16056,13112,7232,7450,12295,79439,71785.4275,0,,,
3763,GA,"Valdosta, GA MSA",2p2c,1145,1013,1419,1333,670,960,1010,7550,13740,12150,17030,16000,8038,11524,12117,90599,71785.4275,0,,,
3763,GA,"Valdosta, GA MSA",2p3c,1529,1235,1479,1574,858,1065,1203,8943,18348,14822,17743,18888,10298,12778,14437,107315,71785.4275,0,,,
3763,GA,"Valdosta, GA MSA",2p4c,1529,1512,1596,1640,944,1065,1433,9719,18348,18142,19152,19674,11329,12778,17200,116622,71785.4275,0,,,
3764,CA,"Vallejo-Fairfield, CA MSA",1p0c,1724,366,1163,568,649,0,1305,5775,20688,4396,13956,6815,7788,0,15662,69305,113873,0,,,
3764,CA,"Vallejo-Fairfield, CA MSA",1p1c,2420,537,1432,903,918,1082,1941,9234,29040,6447,17189,10840,11018,12989,23289,110811,113873,0,,,
3764,CA,"Vallejo-Fairfield, CA MSA",1p2c,2420,792,1572,1239,997,1685,2490,11194,29040,9506,18859,14866,11968,20216,29876,134331,113873,0,,,
3764,CA,"Vallejo-Fairfield, CA MSA",1p3c,3234,1056,1665,1574,1332,1870,3380,14111,38808,12668,19981,18891,15982,22440,40557,169327,113873,0,,,
3764,CA,"Vallejo-Fairfield, CA MSA",1p4c,3234,1292,1797,1659,1405,1870,3615,14873,38808,15509,21568,19903,16864,22440,43380,178472,113873,0,,,
3764,CA,"Vallejo-Fairfield, CA MSA",2p0c,1894,672,1367,1136,797,0,1185,7050,22728,8060,16409,13630,9559,0,14215,84601,113873,0,,,
3764,CA,"Vallejo-Fairfield, CA MSA",2p1c,2420,833,1499,1471,1010,1082,1838,10155,29040,10000,17989,17656,12121,12989,22059,121854,113873,0,,,
3764,CA,"Vallejo-Fairfield, CA MSA",2p2c,2420,1060,1587,1807,1080,1685,2211,11849,29040,12717,19044,21681,12964,20216,26527,142189,113873,0,,,
3764,CA,"Vallejo-Fairfield, CA MSA",2p3c,3234,1293,1715,2142,1406,1870,3152,14811,38808,15515,20579,25706,16866,22440,37822,177735,113873,0,,,
3764,CA,"Vallejo-Fairfield, CA MSA",2p4c,3234,1583,1765,2227,1495,1870,3425,15598,38808,18990,21181,26718,17945,22440,41098,187179,113873,0,,,
3765,TX,"Victoria, TX MSA",1p0c,1092,278,1103,517,425,0,640,4055,13104,3340,13232,6201,5105,0,7677,48659,84233.08678,0,,,
3765,TX,"Victoria, TX MSA",1p1c,1392,408,1335,812,559,583,679,5768,16704,4897,16018,9740,6707,6996,8150,69213,84233.08678,0,,,
3765,TX,"Victoria, TX MSA",1p2c,1392,602,1524,1107,619,1136,816,7195,16704,7222,18287,13280,7428,13627,9795,86343,84233.08678,0,,,
3765,TX,"Victoria, TX MSA",1p3c,1678,802,1614,1402,770,1306,1083,8654,20136,9623,19362,16820,9239,15667,13000,103848,84233.08678,0,,,
3765,TX,"Victoria, TX MSA",1p4c,1678,982,1677,1474,826,1306,1249,9192,20136,11782,20129,17686,9910,15667,14991,110301,84233.08678,0,,,
3765,TX,"Victoria, TX MSA",2p0c,1099,510,1285,1033,500,0,691,5118,13188,6123,15418,12401,5996,0,8293,61419,84233.08678,0,,,
3765,TX,"Victoria, TX MSA",2p1c,1392,633,1468,1328,629,583,811,6845,16704,7597,17618,15941,7545,6996,9733,82134,84233.08678,0,,,
3765,TX,"Victoria, TX MSA",2p2c,1392,805,1554,1623,682,1136,822,8014,16704,9661,18642,19481,8186,13627,9861,96162,84233.08678,0,,,
3765,TX,"Victoria, TX MSA",2p3c,1678,982,1614,1918,826,1306,948,9272,20136,11786,19368,23021,9911,15667,11380,111269,84233.08678,0,,,
3765,TX,"Victoria, TX MSA",2p4c,1678,1202,1663,1991,894,1306,1083,9816,20136,14426,19950,23886,10731,15667,12999,117795,84233.08678,0,,,
3766,NJ,"Vineland-Bridgeton, NJ MSA",1p0c,1208,340,1077,487,481,0,794,4388,14496,4085,12923,5848,5769,0,9530,52651,76482,0,,,
3766,NJ,"Vineland-Bridgeton, NJ MSA",1p1c,1591,499,1320,754,649,1403,1266,7483,19092,5990,15845,9050,7787,16837,15193,89794,76482,0,,,
3766,NJ,"Vineland-Bridgeton, NJ MSA",1p2c,1591,736,1514,1021,723,2077,1698,9359,19092,8833,18162,12252,8670,24924,20373,112305,76482,0,,,
3766,NJ,"Vineland-Bridgeton, NJ MSA",1p3c,2163,981,1607,1288,976,2284,2362,11661,25956,11770,19281,15453,11713,27412,28346,139931,76482,0,,,
3766,NJ,"Vineland-Bridgeton, NJ MSA",1p4c,2163,1201,1673,1356,1044,2284,2605,12327,25956,14410,20076,16266,12533,27412,31265,147918,76482,0,,,
3766,NJ,"Vineland-Bridgeton, NJ MSA",2p0c,1275,624,1268,975,590,0,876,5607,15300,7489,15210,11697,7075,0,10517,67288,76482,0,,,
3766,NJ,"Vineland-Bridgeton, NJ MSA",2p1c,1591,774,1454,1242,734,1403,1327,8526,19092,9292,17451,14898,8812,16837,15927,102309,76482,0,,,
3766,NJ,"Vineland-Bridgeton, NJ MSA",2p2c,1591,985,1543,1508,800,2077,1589,10093,19092,11816,18513,18100,9596,24924,19073,121113,76482,0,,,
3766,NJ,"Vineland-Bridgeton, NJ MSA",2p3c,2163,1201,1605,1775,1045,2284,2136,12210,25956,14415,19264,21302,12534,27412,25632,146515,76482,0,,,
3766,NJ,"Vineland-Bridgeton, NJ MSA",2p4c,2163,1470,1656,1843,1128,2284,2385,12929,25956,17644,19866,22115,13537,27412,28617,155146,76482,0,,,
3767,NC,"Camden County, NC HUD Metro FMR Area",1p0c,982,335,1231,580,409,0,894,4430,11784,4015,14771,6962,4905,0,10726,53164,96588,0,,,
3767,NC,"Camden County, NC HUD Metro FMR Area",1p1c,1129,491,1591,913,503,427,960,6013,13548,5888,19093,10958,6034,5123,11515,72159,96588,0,,,
3767,NC,"Camden County, NC HUD Metro FMR Area",1p2c,1129,724,1753,1246,575,672,1130,7228,13548,8683,21030,14953,6902,8069,13555,86740,96588,0,,,
3767,NC,"Camden County, NC HUD Metro FMR Area",1p3c,1582,964,1862,1579,791,748,1649,9175,18984,11570,22348,18949,9486,8976,19789,110102,96588,0,,,
3767,NC,"Camden County, NC HUD Metro FMR Area",1p4c,1582,1181,1940,1656,858,748,1909,9873,18984,14166,23284,19871,10292,8976,22905,118478,96588,0,,,
3767,NC,"Camden County, NC HUD Metro FMR Area",2p0c,990,614,1528,1160,498,0,1032,5822,11880,7362,18335,13924,5974,0,12388,69862,96588,0,,,
3767,NC,"Camden County, NC HUD Metro FMR Area",2p1c,1129,761,1680,1493,587,427,1157,7234,13548,9134,20159,17920,7042,5123,13883,86809,96588,0,,,
3767,NC,"Camden County, NC HUD Metro FMR Area",2p2c,1129,968,1783,1826,651,672,1173,8203,13548,11616,21394,21915,7813,8069,14080,98434,96588,0,,,
3767,NC,"Camden County, NC HUD Metro FMR Area",2p3c,1582,1181,1856,2159,858,748,1512,9895,18984,14171,22266,25911,10294,8976,18141,118741,96588,0,,,
3767,NC,"Camden County, NC HUD Metro FMR Area",2p4c,1582,1445,1913,2236,940,748,1759,10623,18984,17345,22955,26833,11279,8976,21108,127479,96588,0,,,
3768,NC,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",1p0c,1475,365,990,387,571,0,1011,4799,17700,4379,11879,4638,6855,0,12133,57583,99963.59704,1,62,64,48
3768,NC,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",1p1c,1696,535,1265,604,693,871,1245,6909,20352,6421,15182,7242,8312,10450,14943,82903,99963.59704,1,62,64,48
3768,NC,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",1p2c,1696,789,1385,821,772,1620,1667,8749,20352,9468,16620,9846,9258,19442,20006,104993,99963.59704,1,62,64,48
3768,NC,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",1p3c,2361,1051,1466,1038,1059,1851,2405,11231,28332,12617,17593,12451,12713,22208,28855,134769,99963.59704,1,62,64,48
3768,NC,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",1p4c,2361,1287,1523,1100,1133,1851,2661,11915,28332,15447,18278,13201,13592,22208,31926,142985,99963.59704,1,62,64,48
3768,NC,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2p0c,1483,669,1223,773,668,0,1041,5857,17796,8028,14678,9275,8017,0,12495,70289,99963.59704,1,62,64,48
3768,NC,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2p1c,1696,830,1338,990,784,871,1302,7811,20352,9960,16052,11880,9411,10450,15622,93727,99963.59704,1,62,64,48
3768,NC,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2p2c,1696,1056,1415,1207,854,1620,1504,9352,20352,12666,16978,14484,10251,19442,18046,112219,99963.59704,1,62,64,48
3768,NC,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2p3c,2361,1288,1469,1424,1133,1851,2109,11634,28332,15452,17628,17088,13594,22208,25306,139609,99963.59704,1,62,64,48
3768,NC,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2p4c,2361,1576,1576,1487,1222,1851,2411,12484,28332,18913,18913,17839,14668,22208,28934,149808,99963.59704,1,62,64,48
3769,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",1p0c,1475,365,990,387,571,0,1044,4832,17700,4379,11879,4638,6855,0,12532,57982,99963.59704,,,,
3769,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",1p1c,1696,535,1265,604,693,871,1310,6974,20352,6421,15182,7242,8312,10450,15724,83683,99963.59704,,,,
